Business Name,Phone Number,Address,Website,Emails,Search Phrase Used,Profile Category
Masterpiece Hardware Store,080 4120 8620,"1344, South, E End Main Rd, opp. Metro Pillar No.80, near Ragigudda Temple Arch, KSRTC Layout, Jayanagara 9th Block, J. P. Nagar, Bengaluru, Karnataka 560041, India",http://www.masterpiecehardware.com/,info@masterpiecehardware.in,Hardware Stores in Bangalore,Customer
Vikas Hardware,080 4114 3832,"Hakeem Khaleel, B.K.V Complex, 13/3, Khan Lane, S.P Road Cross, KR Market, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",,,Hardware Stores in Bangalore,Customer
V. M. Hardware,080 2558 8625,"Shop No. 493, 494, Jumma Masjid Rd, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka 560051, India",,,Hardware Stores in Bangalore,Customer
Shri Shankeshwar Hardware,098452 41621,"No.34,Opp.C.B.Bhandari College, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",,,Hardware Stores in Bangalore,Customer
Navkar Hardware - WHOLESALE DEALER OF HARDWARE GOODS,099648 69291,"1, 18th Cross Rd, opp. to digambar Jain temple, Balepete, Chickpet, Bengaluru, Karnataka 560053, India",http://www.sevencolour.in/,7colourhardware@gmail.com,Hardware Stores in Bangalore,Customer
Sri Balaji Traders - Wholesale Dealers in Hardware Items,080 4162 2178,"Limra complex, L#2/3, DR Lane, S.J.P Road Cross, KR Market, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://nfc.dgtechsoln.com/sri-balaji-traders/,sbtbangalore2014@gmail.com,Hardware Stores in Bangalore,Customer
Pooja Hardware,094486 64536,"7, Arpitha Plaza Rangaswamy, Ramaswamy Shetty Ln, Thigalarpet, Kumbarpet, Dodpete, Cross, Bengaluru, Karnataka 560002, India",,,Hardware Stores in Bangalore,Customer
Burhani Hardware Stores,098860 52520,"No 19, Shreyas Complex, Sadar Patrappa Rd, Thigalarpet, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://burhanihardwarestores.com/,mufi@shibaam.com,Hardware Stores in Bangalore,Customer
Sri Ganapathi Hardware,098860 40731,"89, Indu Mansion, Ragipet, Mosque, behind Kumbarpet, City Market, KR Market, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",,,Hardware Stores in Bangalore,Customer
Ashok hardware,092061 11531,"160/1, Kumbarpet Main Rd, near norwa chai, Thigalarpet, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",http://www.euroky.in/,,Hardware Stores in Bangalore,Customer
Babji Hardware and Sanitation,099867 47344,"20/1, K M Ln, S.P Road Cross, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",,,Hardware Stores in Bangalore,Customer
The Town Hardware Stores,063629 68317,"22/1, Godown Street, to, Avenue Rd, Ragipet, KR Market, Parallel, Nagarathpete, Bengaluru, Karnataka 560002, India",,,Hardware Stores in Bangalore,Customer
Mysore Hardware,078470 28797,"157, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",,,Hardware Stores in Bangalore,Customer
ELITE HARDWARE AND INTERIORS,098865 13444,"20/5, SALAM COMPLEX, Benki Nawab lane, S.P road cross, City Market, KR Market, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",,,Hardware Stores in Bangalore,Customer
Bangalore Electronics,080 4951 1596,"124, Sadar Patrappa Rd, Thigalarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://www.bangaloreelectronics.com/,,Electronics Shops in Bangalore,Customer
Vishal Electronics,098450 72496,"139/7, Sadar Patrappa Rd, Thigalarpet, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",http://vishalelectronics.in/,info@vishalelectronics.in,Electronics Shops in Bangalore,Customer
"Vardhaman Electronics Since 1984 (S.P Road, Bengaluru)",099454 79307,"116, MS Ln, near Nagarathpet Main Road, S.P Road Cross, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",http://www.vardhamanelectronics.com/,vardhamanelectronicssp@gmail.com,Electronics Shops in Bangalore,Customer
Sri Lakshmi Electronics — the tv Remote store,081478 80660,"No : 63, 3rd cross, P.R. Lane, Sadar Patrappa Rd, Thigalarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://nfc.dgtechsoln.com/sri-lakshmi-electronics/,venkykalburgi60@gmail.com,Electronics Shops in Bangalore,Customer
SILVERLINE ELECTRONICS,080 4112 4985,"No.139/5, VT Complex, Sadar Patrappa Rd, Thigalarpet, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",http://www.silverlineelectronics.in/,,Electronics Shops in Bangalore,Customer
DEEPAK ELECTRONICS,093422 06756,"3rd floor 122, P. T. Annayapa, Gurkar Ramanayak Ln, S.P Road Cross, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",,,Electronics Shops in Bangalore,Customer
Croma - JP Nagar,091549 91503,"No 45/1/1, Gr & 1st Flr, Woodys 17th, &, 5th Cross Rd, Marenahalli, Rd, J. P. Nagar, Bengaluru, Karnataka 560041, India",https://store.croma.com/croma-jp-nagar-electronics-retail-and-repair-shop-jp-ngr-bengaluru-263580/Home?utm_source=locator&utm_medium=googleplaces,"sma439@croma.com, Sma472@croma.com, rmm-bannergutta.sm-a066@croma.com, banshankari-sm-a073@croma.com, sma489@croma.com, kormangala-23innerringrd.sm-a058@croma.com, jayanagar-sm-a113@croma.com, sma326@croma.com, Sma561@croma.com, Sma642@croma.com, indiranagar-purbaraag.sm-a045@croma.com, sma515@croma.com, jpnagar-woodys.sm-a056@croma.com",Electronics Shops in Bangalore,Customer
Raj Electronics ( Electronics Showroom ),095388 90015,"61, 16th Main, Tavarekere Main Rd, Tavarekere, Narayan Gowda Layout, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560029, India",http://rajelectronicss.com/,,Electronics Shops in Bangalore,Customer
KANCHAN COMPUTERS & ELECTRONICS,099453 63856,"3rd Cross S.P Road, 2nd Cross Rd, opp. NKK Complex, Thigalarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://nfc.dgtechsoln.com/kanchan-computers-and-electronics/,kanchan.naveen@gmail.com,Electronics Shops in Bangalore,Customer
ambika electronics,097410 05003,"Balaji Complex, 91/26-28, Sadar Patrappa Rd, Thigalarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",,,Electronics Shops in Bangalore,Customer
Samsun Electronics,080 2224 0912,"No. 3/1, 1st Floor, 2nd Cross Rd, S.P Road Cross, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",,,Electronics Shops in Bangalore,Customer
Vaishali Electronics SP ROAD,081050 04582,"88, SJP Road, Thigalarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://vaishalielectronics.in/,,Electronics Shops in Bangalore,Customer
CHANDAN ELECTRO ZONE,073377 30161,"2/1, DM GALLI, SP ROAD CROSS, Thigalarpet, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",,,Electronics Shops in Bangalore,Customer
C.A. ELECTRONICS,094488 03781,"11, SP Road, Thigalarpet, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",,,Electronics Shops in Bangalore,Customer
Pai International– Indiranagar,080 4246 4343,"No.28/1A, 100 Feet Rd, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.paiinternational.in/,,Electronics Shops in Bangalore,Customer
Adishwar Electronics - Best Electronics Dealers in Bangalore,076765 56644,"7, Muniswamappa Ln, S.P Road Cross, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://adishwar-electronics.grexa.site/,,Electronics Shops in Bangalore,Customer
Cherrypick India - Best Furniture Shop in Bangalore,091089 53820,"2, 20th Main Rd, opposite Koramangala Indoor Stadium, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://www.cherrypickindia.in/,livenstyle@gmail.com,Furniture Stores in Bangalore,Customer
Ashley - St Johns Road,095137 44451,"Dash Square Building, 58, St Johns Rd, Sivanchetti Gardens, Bengaluru, Karnataka 560042, India",https://store.ashleyfurniture.in/,"info@stagheaddesigns.com, hlip@hauslife.com.my",Furniture Stores in Bangalore,Customer
Looking Good Furniture - Koramangala,095133 73461,"23 100 Feet, Intermediate Ring Rd, opp. Bharat Petroleum, Chandra Reddy Layout, S T Bed Layout, Koramangala, Bengaluru, Karnataka 560047, India",http://lookinggoodfurniture.com/,,Furniture Stores in Bangalore,Customer
Veldon Furniture | Best Furniture Shop,095350 36123,"18, Central St, Shivaji Nagar, Bengaluru, Karnataka 560001, India",,,Furniture Stores in Bangalore,Customer
Durian Furniture - Bengaluru - Shivaji Nagar,080 4113 2457,"House 6, Durian Furniture, Venkataswamy Naidu Rd, next to A.S. Convention hall, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka 560051, India",https://www.durian.in/store/furniture-store-in-bengaluru,customersupport@durian.in,Furniture Stores in Bangalore,Customer
Furnishka JP Nagar - Furniture Shop in Bangalore | Flagship Store,097405 28341,"3rd floor, No 15, Building no A, Bannerghatta Rd, opp. shoppers stop, next to material depot, Sarakki Industrial Layout, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India","https://www.furnishka.com/?utm_source=Website%20GMB%20Button&utm_medium=GMB%20JP%20Nagar,%20Bangalore&utm_campaign=Furnishka","info@Furnishka.com, marketing@furnishka.com",Furniture Stores in Bangalore,Customer
Simply Sofas - Bangalore (Mission Road),080 2223 2323,"12, Shamarao Compound, Mission Road Cross, 4th Main Rd, Sampangi Rama Nagara, Bengaluru, Karnataka 560027, India",http://www.simplysofas.in/,,Furniture Stores in Bangalore,Customer
Looking Good Furniture - BTM LAYOUT,090362 00043,"6, Outer Ring Rd, BTM Layout 2nd Stage, BTM Layout, Bengaluru, Karnataka 560076, India",http://www.lookinggoodfurniture.com/,,Furniture Stores in Bangalore,Customer
"Metercube Store in MG Road, Bengaluru",080 4646 4545,"1 Sobha, St Mark's Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",https://metercube.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=GMB,helpdesk@metercube.com,Furniture Stores in Bangalore,Customer
The Purple Turtles - Lights & Furniture Shop in Bangalore,080 4093 4140,"25, Lavelle Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",https://thepurpleturtles.com/,,Furniture Stores in Bangalore,Customer
The Purple Turtles - Home Decor & Furniture Shop in Bangalore,080 4152 8039,"128, 1st Main Rd, Paramahansa Yogananda Rd, Stage 2, Domlur, Bengaluru, Karnataka 560071, India",https://thepurpleturtles.com/,,Furniture Stores in Bangalore,Customer
"Godrej Interio - Furniture Store in Kasturaba Road, Bengaluru",082912 88560,"Shop No 10A, Chandra Kiran Building, Kasturba Cross Rd, opposite Cubban Park Police Station, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",https://stores.godrejinterio.com/godrej-interio-furniture-store-in-kasturaba-road-bengaluru-kasturba-road-store-home-furniture-shop-kasturaba-road-bengaluru-275554/Home?utm_source=locator&utm_medium=googleplaces,"bsvinay@gmail.com, rahulch@godrej.com, alphabuild1@gmail.com, interiocare@godrej.com, kush@godrej.com, sikal.godrej@gmail.com",Furniture Stores in Bangalore,Customer
"Wooden Street - Furniture Shop/Store in HSR Layout, Bangalore",093144 44747,"Ground Floor, SV Arcade Building, 1321, 27th Main Rd, near Coal Spark, PWD Quarters, Sector 2, HSR Layout, Bengaluru, Karnataka 560102, India",https://www.woodenstreet.com/furniture-store-hsr-layout-bangalore?utm_source=GMB_Listing&utm_medium=website_button&utm_campaign=GMB_Traffic&utm_id=HSR_Bangalore,"support@woodenstreet.com, care@woodenstreet.com",Furniture Stores in Bangalore,Customer
The Woods Home Furniture - Teak Wood Furniture In Bangalore,098861 02905,"Grace Tower, 108, Outer Ring Rd, near Horamavu, Vijaya Bank Colony, Signal, Banaswadi, Bengaluru, Karnataka 560113, India",https://thewoodsblr.com/,,Furniture Stores in Bangalore,Customer
Featherlite Living: Home Furniture Store in Bangalore,093412 55556,"Ground Floor, Vista Building. 8, 1st Main Road, XHVV+MX4, MV Jayaram Rd, next to KODAVA SAMAJA, Vasanth Nagar, Bengaluru, Karnataka 560001, India",https://featherlitehome.in/,,Furniture Stores in Bangalore,Customer
Chairs & Company - Home Decor | Custom Furniture | Luxury Furniture Stores in Bangalore,099457 55483,"298, Wood Groove, 6th Main Rd, HAL 2nd Stage, Defence Colony, Indiranagar, Bengaluru, Karnataka 560038, India",http://chairsandcompany.in/,connect@chairsandcompany.in,Furniture Stores in Bangalore,Customer
Magari Bangalore,063668 44523,"Ground Floor, Trinity Woods, 872/D, 80 Feet Rd, Kalyan Nagar, HAL 2nd Stage, New Tippasandra, Bengaluru, Karnataka 560075, India",http://magari.in/,,Furniture Stores in Bangalore,Customer
Standard Auto 1949 Private Limited,099000 00166,"20, Anepalya Main Rd, Gajendra Nagar, Adugodi, Bengaluru, Karnataka 560030, India",http://standardcars.in/,,Auto Dealers in Bangalore,Customer
USED CAR BANGALORE,099165 07215,"No B8, Brigade MM, Annexe Block MM Industrial Area, Krishna Rajendra Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560082, India",http://usedcarbangalore.web.app/,,Auto Dealers in Bangalore,Customer
Classic Automotives Bangalore - Used Car Showroom,098451 16969,"Beside MANYATA TECH PARK, Prithvi Theater complex Outer Ring Road, Before, Nagavara Flyover, MS Ramaiah North City, Manayata Tech Park, Nagavara, Bengaluru, Karnataka 560045, India",https://www.classicautomotives.net/,mail@classicautomotives.net,Auto Dealers in Bangalore,Customer
Yes cars premium,099161 63872,"284, Intermediate Outer Ring Road, opp. Fiat Showroom, Krishna Reddy Layout, Amarjyoti Layout, Domlur, Bengaluru, Karnataka 560071, India",http://www.yescars.in/,,Auto Dealers in Bangalore,Customer
South City Cars (Used Cars dealers),098454 93970,"25&26, 23rd Main Rd, opp. Innisfree House School Ranga Shankara, R K Colony, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India",,,Auto Dealers in Bangalore,Customer
Bangalore Best Cars,098445 95281,"Kalyani layout, Outer Ring Rd, near Bhuvaneshwarinagara, Doddagollarahatti, Bhuvaneshwari Nagar, Nagadevana Halli, Bengaluru, Karnataka 560056, India",https://bangalorebestcars.com/,,Auto Dealers in Bangalore,Customer
Autobahn Cars & Wheels,098800 22254,"8/A, 1st Stage, 1st Phase, Opposite Gangothri Hospital, BTM Ring Road, 27th Main Road, BTM Layout, Old Madiwala, Jay Bheema Nagar, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560068, India",http://www.autobahncarz.com/,,Auto Dealers in Bangalore,Customer
Legend Carz - Multibrand Used Car Showroom,098454 70089,"1869, Ground Floor, 5th Block, 1st Block, HBR Layout, Bengaluru, Karnataka 560043, India",,,Auto Dealers in Bangalore,Customer
car&bike (by Mahindra First Choice ) ACE MOTORS - Bangalore,095138 82333,"2338, Vanganahalli, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India",https://www.carandbike.com/used/car-dealers/ace-motors-in-bangalore-4468?utm_source=GMB,contact@carandbike.com,Auto Dealers in Bangalore,Customer
"Advaith Hyundai Car Showroom, Vasanth Nagar",078130 32423,"16, Millers Rd, Kaverappa Layout, Vasanth Nagar, Bengaluru, Karnataka 560001, India",https://www.advaithhyundai.com/locations/advaith-hyundai-showroom-vasanthnagar,salesmr@advaithhyundai.com,Auto Dealers in Bangalore,Customer
Premium Autos | Jayanagar 9th Block | Used Cars,098457 50668,"No 33, 39th E, cross Road, Kottapalya, 4th T Block East, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560041, India",,,Auto Dealers in Bangalore,Customer
Big Boy Toyz,099999 99983,"140, Residency Rd, Shanthala Nagar, Richmond Town, Bengaluru, Karnataka 560025, India",https://www.bigboytoyz.com/,"Sales@bigboytoyz.com, sales@bigboytoyz.com",Auto Dealers in Bangalore,Customer
Royal cars bangalore,081236 23638,"495/10, Yarab Nagar Main Rd, near TELEPHONE EXCHANGE, Kadarenahalli Park, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070, India",,,Auto Dealers in Bangalore,Customer
Used car regal and regals,072599 97555,"18, 30th Cross, Tilak Nagar Main Rd, opposite to sagar hospital, Tilak Nagar, Jayanagar, Bengaluru, Karnataka 560041, India",,,Auto Dealers in Bangalore,Customer
Sri Sai Cars ( Used car Dealers ),098449 84469,"266, BDA 80 Feet Rd, Vysya Bank Colony, Shantiniketan Layout, Arekere, Bengaluru, Karnataka 560076, India",,,Auto Dealers in Bangalore,Customer
Kunzite Motors PVT.LTD,099000 00383,"1022, 1st Stage, 4th block extension, HBR Layout, Bengaluru, Karnataka 560043, India",,,Auto Dealers in Bangalore,Customer
car&bike (By Mahindra First Choice) Sireesh Auto - Bangalore,078248 69320,"Sri Hari Towers, next to Silkboard Car Show Room, KAS Officers Colony, Roopena Agrahara, Bommanahalli, Bengaluru, Karnataka 560068, India",https://www.carandbike.com/used/car-dealers/sireesh-auto-pvt-ltd-in-bangalore-2195?utm_source=GMB,contact@carandbike.com,Auto Dealers in Bangalore,Customer
LUXURY MOTORZ,088841 22228,"17/3, Old Madras Rd, Binnamangala, H Colony, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.luxurymotorz.com/,"proluxurymotorz@gmail.com, info@gmail.com, info@luxurymotorz.com",Auto Dealers in Bangalore,Customer
car&bike (By Mahindra First Choice) Top Gear Cars - Bangalore,095134 82765,"Shop No 37/2, Piller, 132, Hosur Rd, beside Vikram Hitech Diagnostics, AECS Layout - A Block, Yellama Layout, Singasandra, Bengaluru, Karnataka 560068, India",https://www.carandbike.com/used/car-dealers/top-gear-cars-in-bangalore-2820?utm_source=GMB,contact@carandbike.com,Auto Dealers in Bangalore,Customer
"NEXA (Pratham Motors, Bengaluru, Museum Road)",080 4965 2350,"No.15, Museum Road Opposite SBI Gate No. 2 and 3, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",http://nexaofmuseumroad.com/?utm_source=gmb&utm_medium=google,,Car Showrooms in Bangalore,Customer
Mercedes-Benz Sundaram Motors,096864 56215,"107, Kasturba Rd, opp. Venkatappa Art Gallery, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",https://mercedes-benz-india-locator.com/sundaram-motors-karnataka/mercedes-benz-sundaram-motors-mercedes-benz-dealer-ashok-nagar-bengaluru-530703/Home?utm_source=locator&utm_medium=googleplaces,cresalesddk@sundarammotors.com,Car Showrooms in Bangalore,Customer
MG Motor Jubilant Motor Showroom,080 4718 1435,"GF, 40/1, Lavelle Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",https://dealers.mgmotor.co.in/mg-motor-jubilant-motor-showroom-car-dealer-ashok-nagar-bengaluru-371966/Home,mgmotorindia@gmail.com,Car Showrooms in Bangalore,Customer
Lexus Bangalore,076187 79898,"SKAV909, 9, 1, Richmond Rd, Ashok Nagar, Bengaluru, Karnataka 560025, India",http://www.lexusindia.co.in/,contact@lexusindia.co.in,Car Showrooms in Bangalore,Customer
Volkswagen Bangalore Koramangala - Showroom,099522 20000,"652, 3rd Block, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India",https://vwbangaloresouth.com/,"dymgr.bangalore@vw-kuncapital.co.in, servicehead.bangalore@vw-kuncapital.co.in,  servicecrm.ambattur@vw-kuncapital.co.in, servicecrm.ambattur@vw-kuncapital.co.in",Car Showrooms in Bangalore,Customer
